Timepoint,Batch,Animal ,Eartag ,Uplo,Bafr,Pen,Corridor,Diet,Duration,Type ,Bilirubin_1,Cortisol_1,Haptoglobin,Titer_IgG,Titer_IgM,wbc ,neutro1,lympho1,mono1,eo1,baso1,neutro2,lympho2,mono2,eo2,baso2,CD8+,CD8+ perf+,NK+,NK+ perf+,CD4+,CD4+ perf+,gamma delta+,gamma delta+ perf+,CD14+ large,CD21+ large
Week 1,1,52,79803,up,back,26,4,E,6,C,3.85,.,0.30,5.3,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,53,888,up,front,27,4,M,18,C,3.42,8.23,0.41,2.2,5.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,54,45885,up,front,27,4,M,18,C,2.57,0.48,0.42,2.3,1.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,55,45349,low,front,28,4,E,18,C,4.60,2.54,0.25,5.9,9.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,56,57698,low,front,28,4,E,18,C,2.89,0.82,0.27,4.6,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,57,72816,low,front,25,4,E,18,U,2.78,3.87,0.29,4.5,4.7,,,,,,,,,,,,,,,,,,,,,
Week 1,1,58,31606,low,front,25,4,E,18,U,3.75,2.03,0.23,5.4,3.2,,,,,,,,,,,,,,,,,,,,,
Week 1,1,59,69596,low,back,30,4,M,6,U,2.68,0.38,0.28,4.7,4.6,,,,,,,,,,,,,,,,,,,,,
Week 1,1,60,87499,low,back,30,4,M,6,U,2.35,0.48,0.24,4.3,3.1,,,,,,,,,,,,,,,,,,,,,
Week 1,1,61,69635,up,front,31,4,M,18,U,2.14,2.20,0.89,2.2,4.6,,,,,,,,,,,,,,,,,,,,,
Week 1,1,62,45403,up,front,31,4,M,18,U,1.71,2.16,0.26,6.5,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,1,63,73477,low,back,32,4,M,6,C,2.35,0.91,0.30,2.4,2.6,,,,,,,,,,,,,,,,,,,,,
Week 1,1,64,34990,low,back,32,4,M,6,C,3.10,4.79,0.27,2.8,3.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,65,97402,low,back,33,5,E,18,C,4.82,.,0.35,2.3,6.1,,,,,,,,,,,,,,,,,,,,,
Week 1,2,66,86534,low,back,33,5,E,18,C,2.78,4.99,0.24,6.0,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,67,80573,up,front,34,5,E,6,C,3.32,.,0.41,6.0,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,68,19960,up,front,34,5,E,6,C,3.53,2.57,0.28,0.9,8.1,,,,,,,,,,,,,,,,,,,,,
Week 1,2,69,366,low,front,35,5,M,18,C,2.57,1.30,0.22,4.8,8.1,,,,,,,,,,,,,,,,,,,,,
Week 1,2,70,54404,low,front,35,5,M,18,C,3.96,1.20,0.24,4.0,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,71,64694,low,front,36,5,M,18,U,3.96,.,0.31,2.7,6.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,72,55856,low,front,36,5,M,18,U,2.89,6.02,0.23,5.0,5.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,73,94563,low,back,37,5,E,18,U,2.14,2.46,0.24,5.1,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,2,74,52276,low,back,37,5,E,18,U,3.10,1.23,0.37,3.1,6.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,75,54405,up,back,38,5,M,6,U,2.46,0.38,0.30,4.1,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,76,75201,up,back,38,5,M,6,U,3.21,1.47,0.21,4.7,5.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,77,21429,up,front,39,5,E,6,U,3.75,1.91,0.27,5.4,7.2,,,,,,,,,,,,,,,,,,,,,
Week 1,2,78,64432,up,front,39,5,E,6,U,3.10,.,0.25,2.6,7.2,,,,,,,,,,,,,,,,,,,,,
Week 1,2,79,88056,up,back,40,5,M,6,C,2.25,3.24,0.30,3.1,4.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,80,29184,up,back,40,5,M,6,C,2.89,2.55,0.27,4.3,4.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,81,69466,low,back,41,6,E,18,U,3.85,0.96,0.22,4.6,4.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,82,24437,low,back,41,6,E,18,U,1.18,0.91,0.21,4.0,4.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,83,907,low,back,42,6,E,18,C,3.42,.,0.20,4.7,7.4,,,,,,,,,,,,,,,,,,,,,
Week 1,2,84,9093,low,back,42,6,E,18,C,2.78,.,0.23,2.8,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,85,19052,low,front,43,6,M,18,U,2.68,0.14,0.35,5.2,4.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,86,15888,low,front,43,6,M,18,U,6.10,.,0.34,3.4,7.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,87,895,up,back,44,6,M,6,U,3.21,0.30,0.27,4.5,6.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,88,24435,up,back,44,6,M,6,U,6.74,0.68,0.29,1.8,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,2,89,23579,up,back,45,6,M,6,C,3.10,6.45,0.27,4.1,3.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,90,9592,up,back,45,6,M,6,C,2.78,0.67,0.37,2.9,6.1,,,,,,,,,,,,,,,,,,,,,
Week 1,2,91,91794,up,front,46,6,E,6,U,2.78,3.41,0.30,3.4,6.2,,,,,,,,,,,,,,,,,,,,,
Week 1,2,92,40276,up,front,46,6,E,6,U,2.78,0.93,0.26,4.8,6.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,93,57776,up,front,47,6,E,6,C,2.57,0.15,0.24,3.0,7.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,94,9973,up,front,47,6,E,6,C,3.21,4.69,0.92,2.1,7.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,95,10298,low,front,48,6,M,18,C,3.42,1.01,0.21,4.2,6.7,,,,,,,,,,,,,,,,,,,,,
Week 1,2,96,40907,low,front,48,6,M,18,C,2.89,1.11,0.35,6.2,6.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,97,15269,up,front,49,7,E,6,U,2.35,4.92,0.17,3.3,5.4,,,,,,,,,,,,,,,,,,,,,
Week 1,2,98,88053,up,front,49,7,E,6,U,3.42,1.42,0.27,3.8,6.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,99,20478,low,front,50,7,M,18,U,3.96,3.31,0.25,3.0,5.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,100,4789,low,front,50,7,M,18,U,3.32,0.76,0.19,4.2,9.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,101,60361,up,back,51,7,M,6,U,3.21,2.40,0.19,4.4,5.5,,,,,,,,,,,,,,,,,,,,,
Week 1,2,102,80791,up,back,51,7,M,6,U,2.78,1.60,0.19,3.4,4.5,,,,,,,,,,,,,,,,,,,,,
Week 1,2,103,15715,low,back,52,7,E,18,U,3.21,0.53,0.17,3.5,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,104,77719,low,back,52,7,E,18,U,3.00,.,0.31,5.1,5.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,105,84767,low,back,53,7,E,18,C,3.32,1.92,0.28,2.8,7.4,,,,,,,,,,,,,,,,,,,,,
Week 1,2,106,12646,low,back,53,7,E,18,C,3.64,0.88,0.22,5.8,5.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,107,52531,up,back,54,7,M,6,C,4.49,10.82,0.38,1.6,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,108,14018,up,back,54,7,M,6,C,4.28,.,0.22,2.2,4.4,,,,,,,,,,,,,,,,,,,,,
Week 1,2,109,64365,low,front,55,7,M,18,C,2.35,1.67,0.27,4.0,6.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,110,27535,low,front,55,7,M,18,C,2.68,.,0.29,4.3,5.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,111,1624,up,front,56,7,E,6,C,4.17,2.91,0.23,3.0,7.1,,,,,,,,,,,,,,,,,,,,,
Week 1,2,112,50917,up,front,56,7,E,6,C,2.57,1.79,0.25,4.6,6.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,113,29185,up,back,57,8,M,6,U,3.64,.,0.22,6.0,5.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,114,50387,up,back,57,8,M,6,U,4.39,1.96,0.29,4.4,7.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,115,94759,up,front,58,8,E,6,C,4.07,0.73,0.23,4.8,9.4,,,,,,,,,,,,,,,,,,,,,
Week 1,2,116,95247,up,front,58,8,E,6,C,4.82,0.64,0.25,4.5,4.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,117,43506,low,back,59,8,E,18,U,4.60,3.76,0.42,1.7,5.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,118,73955,low,back,59,8,E,18,U,3.10,4.39,2.44,2.4,4.0,,,,,,,,,,,,,,,,,,,,,
Week 1,2,119,50384,low,back,60,8,E,18,C,2.89,4.17,0.76,6.6,7.5,,,,,,,,,,,,,,,,,,,,,
Week 1,2,120,4797,low,back,60,8,E,18,C,7.28,2.08,0.37,1.1,5.5,,,,,,,,,,,,,,,,,,,,,
Week 1,2,121,63014,up,front,61,8,E,6,U,2.78,1.39,0.24,2.9,2.2,,,,,,,,,,,,,,,,,,,,,
Week 1,2,122,1564,up,front,61,8,E,6,U,3.10,3.78,0.19,6.6,3.6,,,,,,,,,,,,,,,,,,,,,
Week 1,2,123,73311,up,back,62,8,M,6,C,4.28,2.47,0.24,4.7,7.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,124,64693,up,back,62,8,M,6,C,3.00,.,0.33,2.5,5.7,,,,,,,,,,,,,,,,,,,,,
Week 1,2,125,40277,low,front,63,8,M,18,C,3.21,.,0.23,5.0,5.9,,,,,,,,,,,,,,,,,,,,,
Week 1,2,126,9797,low,front,63,8,M,18,C,4.28,1.15,0.22,5.1,6.8,,,,,,,,,,,,,,,,,,,,,
Week 1,2,127,7083,low,front,64,8,M,18,U,5.14,5.91,0.24,3.2,4.3,,,,,,,,,,,,,,,,,,,,,
Week 1,2,128,902,low,front,64,8,M,18,U,4.17,0.42,0.22,4.0,7.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,1,22185,low,front,1,1,E,18,C,2.35,.,0.36,2.5,2.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,2,53452,low,front,1,1,E,18,C,6.21,.,0.23,3.3,7.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,3,73981,low,back,2,1,M,6,U,2.57,.,0.28,4.0,4.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,4,45400,low,back,2,1,M,6,U,3.53,.,0.32,3.5,3.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,5,29396,low,front,3,1,E,18,U,2.78,0.14,0.47,2.6,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,6,14012,low,front,3,1,E,18,U,3.53,2.75,0.51,3.8,5.8,,,,,,,,,,,,,,,,,,,,,
Week 3,1,7,48454,up,back,4,1,E,6,U,4.07,0.95,0.41,4.1,3.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,8,4796,up,back,4,1,E,6,U,3.32,.,0.78,2.7,6.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,9,50349,up,front,5,1,M,18,C,3.00,.,0.37,4.0,5.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,10,39648,up,front,5,1,M,18,C,3.75,.,0.36,4.1,4.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,11,85085,low,back,6,1,M,6,C,5.14,10.01,0.47,3.2,3.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,12,884,low,back,6,1,M,6,C,6.74,4.11,0.65,2.5,3.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,13,59787,up,back,7,1,E,6,C,4.82,3.47,0.27,4.4,4.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,14,73475,up,back,7,1,E,6,C,4.60,.,0.35,4.5,5.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,15,61024,up,front,8,1,M,18,U,.,2.89,0.74,1.9,4.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,16,28878,up,front,8,1,M,18,U,.,2.10,0.39,3.7,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,17,93,low,front,9,2,E,18,U,3.53,0.24,0.34,2.2,4.3,,,,,,,,,,,,,,,,,,,,,
Week 3,1,18,72853,low,front,9,2,E,18,U,2.78,2.04,0.38,5.7,4.5,,,,,,,,,,,,,,,,,,,,,
Week 3,1,19,29559,up,back,10,2,E,6,C,2.78,1.09,0.33,2.8,5.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,20,57771,up,back,10,2,E,6,C,3.10,.,0.51,3.6,5.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,21,93818,up,front,11,2,M,18,C,1.82,.,0.25,5.8,5.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,22,65450,up,front,11,2,M,18,C,2.78,1.04,0.28,2.2,4.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,23,45401,up,front,12,2,M,18,U,3.96,1.27,0.28,4.4,5.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,24,48149,up,front,12,2,M,18,U,4.07,.,0.28,3.9,4.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,25,37002,low,back,13,2,M,6,U,2.78,1.02,0.36,5.4,5.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,26,37558,low,back,13,2,M,6,U,3.53,0.51,0.46,4.5,4.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,27,16314,low,back,14,2,M,6,C,3.21,1.63,0.31,4.0,8.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,28,80713,low,back,14,2,M,6,C,3.10,5.06,0.41,5.7,7.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,29,37561,up,back,15,2,E,6,U,3.42,2.58,0.35,5.8,3.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,30,61215,up,back,15,2,E,6,U,2.78,0.95,0.32,4.4,2.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,31,96635,low,front,16,2,E,18,C,2.68,.,0.29,3.5,1.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,32,16664,low,front,16,2,E,18,C,2.68,0.91,0.50,4.1,3.5,,,,,,,,,,,,,,,,,,,,,
Week 3,1,33,75185,up,back,18,3,E,6,C,2.68,2.45,0.48,2.8,5.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,34,16316,up,back,18,3,E,6,C,3.53,.,0.26,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,35,16560,up,front,17,3,M,18,U,4.60,.,0.43,3.2,4.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,36,6497,up,front,17,3,M,18,U,2.35,.,0.50,4.3,5.8,,,,,,,,,,,,,,,,,,,,,
Week 3,1,37,42558,low,front,19,3,E,18,C,2.68,1.10,0.37,4.0,2.8,,,,,,,,,,,,,,,,,,,,,
Week 3,1,38,50213,low,front,19,3,E,18,C,3.00,.,0.33,7.7,5.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,39,3568,low,front,20,3,E,18,U,2.57,5.33,1.28,4.5,4.5,,,,,,,,,,,,,,,,,,,,,
Week 3,1,40,40290,low,front,20,3,E,18,U,3.00,2.32,0.31,3.9,4.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,41,56823,low,back,21,3,M,6,C,3.32,3.17,0.71,2.5,7.3,,,,,,,,,,,,,,,,,,,,,
Week 3,1,42,95180,low,back,21,3,M,6,C,2.25,.,0.43,3.7,2.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,43,8748,up,back,22,3,E,6,U,3.10,3.25,0.38,2.5,4.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,44,40289,up,back,22,3,E,6,U,2.78,5.51,0.94,4.1,4.0,,,,,,,,,,,,,,,,,,,,,
Week 3,1,45,66191,up,front,23,3,M,18,C,2.25,.,0.32,2.5,3.6,,,,,,,,,,,,,,,,,,,,,
Week 3,1,46,75270,up,front,23,3,M,18,C,3.00,.,0.33,3.9,6.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,47,27492,low,back,24,3,M,6,U,3.42,6.89,0.31,2.9,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,48,4792,low,back,24,3,M,6,U,2.68,3.00,0.25,3.0,7.6,,,,,,,,,,,,,,,,,,,,,
Week 3,1,49,35951,up,back,29,4,E,6,U,2.03,.,0.24,2.4,4.7,,,,,,,,,,,,,,,,,,,,,
Week 3,1,50,37559,up,back,29,4,E,6,U,3.42,6.09,0.26,3.4,6.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,51,75195,up,back,26,4,E,6,C,3.75,3.72,0.26,3.4,5.4,,,,,,,,,,,,,,,,,,,,,
Week 3,1,52,79803,up,back,26,4,E,6,C,2.57,5.05,0.26,5.3,4.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,53,888,up,front,27,4,M,18,C,2.46,0.42,0.41,2.1,4.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,54,45885,up,front,27,4,M,18,C,3.53,2.29,0.31,3.6,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,1,55,45349,low,front,28,4,E,18,C,4.92,4.42,0.18,5.9,4.8,,,,,,,,,,,,,,,,,,,,,
Week 3,1,56,57698,low,front,28,4,E,18,C,1.93,3.49,0.31,4.4,6.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,57,72816,low,front,25,4,E,18,U,2.03,6.19,0.31,4.6,5.6,,,,,,,,,,,,,,,,,,,,,
Week 3,1,58,31606,low,front,25,4,E,18,U,4.07,.,0.27,5.7,4.9,,,,,,,,,,,,,,,,,,,,,
Week 3,1,59,69596,low,back,30,4,M,6,U,2.03,9.86,0.22,4.5,3.8,,,,,,,,,,,,,,,,,,,,,
Week 3,1,60,87499,low,back,30,4,M,6,U,3.10,1.88,0.21,4.4,2.6,,,,,,,,,,,,,,,,,,,,,
Week 3,1,61,69635,up,front,31,4,M,18,U,2.25,3.58,0.45,2.3,2.1,,,,,,,,,,,,,,,,,,,,,
Week 3,1,62,45403,up,front,31,4,M,18,U,2.78,2.58,0.22,5.8,6.2,,,,,,,,,,,,,,,,,,,,,
Week 3,1,63,73477,low,back,32,4,M,6,C,3.21,3.74,0.19,2.9,1.5,,,,,,,,,,,,,,,,,,,,,
Week 3,1,64,34990,low,back,32,4,M,6,C,2.57,2.46,0.18,2.7,7.2,,,,,,,,,,,,,,,,,,,,,
Week 3,2,65,97402,low,back,33,5,E,18,C,3.53,0.05,0.22,2.3,6.3,,,,,,,,,,,,,,,,,,,,,
Week 3,2,66,86534,low,back,33,5,E,18,C,3.10,.,0.18,6.1,4.2,,,,,,,,,,,,,,,,,,,,,
Week 3,2,67,80573,up,front,34,5,E,6,C,2.14,1.45,0.19,6.6,7.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,68,19960,up,front,34,5,E,6,C,3.21,0.58,0.16,1.6,6.4,,,,,,,,,,,,,,,,,,,,,
Week 3,2,69,366,low,front,35,5,M,18,C,3.00,.,0.24,4.5,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,70,54404,low,front,35,5,M,18,C,3.00,.,0.18,3.2,6.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,71,64694,low,front,36,5,M,18,U,2.25,3.17,0.20,4.6,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,72,55856,low,front,36,5,M,18,U,2.14,.,0.29,5.3,6.8,,,,,,,,,,,,,,,,,,,,,
Week 3,2,73,94563,low,back,37,5,E,18,U,3.32,1.87,0.27,5.4,5.7,,,,,,,,,,,,,,,,,,,,,
Week 3,2,74,52276,low,back,37,5,E,18,U,2.57,2.52,0.32,3.1,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,75,54405,up,back,38,5,M,6,U,2.03,0.81,0.48,4.6,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,76,75201,up,back,38,5,M,6,U,2.78,.,0.29,5.2,6.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,77,21429,up,front,39,5,E,6,U,3.10,0.18,0.26,5.5,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,78,64432,up,front,39,5,E,6,U,2.35,.,0.43,3.2,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,79,88056,up,back,40,5,M,6,C,2.14,6.52,0.40,3.9,7.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,80,29184,up,back,40,5,M,6,C,2.57,8.08,0.34,3.7,7.4,,,,,,,,,,,,,,,,,,,,,
Week 3,2,81,69466,low,back,41,6,E,18,U,3.00,2.40,0.24,4.5,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,82,24437,low,back,41,6,E,18,U,2.57,.,0.22,4.2,4.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,83,907,low,back,42,6,E,18,C,2.68,0.61,0.28,4.9,5.3,,,,,,,,,,,,,,,,,,,,,
Week 3,2,84,9093,low,back,42,6,E,18,C,2.89,.,0.24,3.5,5.8,,,,,,,,,,,,,,,,,,,,,
Week 3,2,85,19052,low,front,43,6,M,18,U,2.89,0.39,0.31,4.9,5.8,,,,,,,,,,,,,,,,,,,,,
Week 3,2,86,15888,low,front,43,6,M,18,U,3.85,.,0.31,3.9,7.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,87,895,up,back,44,6,M,6,U,2.35,.,0.29,4.5,5.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,88,24435,up,back,44,6,M,6,U,3.96,2.99,0.23,2.0,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,89,23579,up,back,45,6,M,6,C,2.03,0.72,0.42,3.8,4.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,90,9592,up,back,45,6,M,6,C,3.21,.,0.29,2.7,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,91,91794,up,front,46,6,E,6,U,2.03,5.21,0.50,4.0,8.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,92,40276,up,front,46,6,E,6,U,3.32,.,0.28,5.3,5.7,,,,,,,,,,,,,,,,,,,,,
Week 3,2,93,57776,up,front,47,6,E,6,C,2.25,2.63,0.27,2.9,6.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,94,9973,up,front,47,6,E,6,C,4.07,2.72,0.33,2.8,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,95,10298,low,front,48,6,M,18,C,2.57,0.59,0.44,4.5,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,96,40907,low,front,48,6,M,18,C,3.64,.,0.36,6.1,5.7,,,,,,,,,,,,,,,,,,,,,
Week 3,2,97,15269,up,front,49,7,E,6,U,2.68,.,0.22,3.7,5.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,98,88053,up,front,49,7,E,6,U,3.00,.,0.34,3.3,6.2,,,,,,,,,,,,,,,,,,,,,
Week 3,2,99,20478,low,front,50,7,M,18,U,3.64,.,0.38,3.8,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,100,4789,low,front,50,7,M,18,U,2.57,.,0.25,4.7,6.7,,,,,,,,,,,,,,,,,,,,,
Week 3,2,101,60361,up,back,51,7,M,6,U,2.46,.,0.25,4.2,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,102,80791,up,back,51,7,M,6,U,3.64,1.33,0.27,3.8,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,103,15715,low,back,52,7,E,18,U,2.57,1.05,0.34,3.9,7.4,,,,,,,,,,,,,,,,,,,,,
Week 3,2,104,77719,low,back,52,7,E,18,U,3.53,1.66,0.38,4.4,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,105,84767,low,back,53,7,E,18,C,3.32,.,0.26,2.8,5.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,106,12646,low,back,53,7,E,18,C,4.49,2.07,0.29,4.8,6.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,107,52531,up,back,54,7,M,6,C,3.75,0.57,0.32,2.1,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,108,14018,up,back,54,7,M,6,C,3.53,5.14,0.36,2.5,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,109,64365,low,front,55,7,M,18,C,2.03,5.90,0.35,3.9,7.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,110,27535,low,front,55,7,M,18,C,2.14,1.18,0.51,3.8,5.8,,,,,,,,,,,,,,,,,,,,,
Week 3,2,111,1624,up,front,56,7,E,6,C,2.78,3.04,0.36,3.2,4.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,112,50917,up,front,56,7,E,6,C,2.68,4.78,0.29,4.3,6.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,113,29185,up,back,57,8,M,6,U,3.32,.,0.28,5.2,8.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,114,50387,up,back,57,8,M,6,U,2.89,1.03,0.28,3.7,7.7,,,,,,,,,,,,,,,,,,,,,
Week 3,2,115,94759,up,front,58,8,E,6,C,2.89,1.02,0.19,3.9,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,116,95247,up,front,58,8,E,6,C,3.96,0.21,0.18,4.0,5.5,,,,,,,,,,,,,,,,,,,,,
Week 3,2,117,43506,low,back,59,8,E,18,U,3.64,2.52,0.46,1.5,6.4,,,,,,,,,,,,,,,,,,,,,
Week 3,2,118,73955,low,back,59,8,E,18,U,3.53,5.83,0.30,2.2,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,119,50384,low,back,60,8,E,18,C,4.17,2.76,0.27,5.3,6.3,,,,,,,,,,,,,,,,,,,,,
Week 3,2,120,4797,low,back,60,8,E,18,C,7.49,2.46,0.25,1.8,6.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,121,63014,up,front,61,8,E,6,U,3.21,0.87,0.24,2.4,5.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,122,1564,up,front,61,8,E,6,U,4.49,.,0.16,6.0,5.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,123,73311,up,back,62,8,M,6,C,2.68,4.01,0.22,4.3,5.6,,,,,,,,,,,,,,,,,,,,,
Week 3,2,124,64693,up,back,62,8,M,6,C,2.57,0.19,0.23,3.3,6.1,,,,,,,,,,,,,,,,,,,,,
Week 3,2,125,40277,low,front,63,8,M,18,C,3.85,2.01,0.18,4.5,5.9,,,,,,,,,,,,,,,,,,,,,
Week 3,2,126,9797,low,front,63,8,M,18,C,2.89,2.63,0.19,4.5,6.0,,,,,,,,,,,,,,,,,,,,,
Week 3,2,127,7083,low,front,64,8,M,18,U,4.17,.,0.26,4.0,3.4,,,,,,,,,,,,,,,,,,,,,
Week 3,2,128,902,low,front,64,8,M,18,U,3.32,0.72,0.22,3.5,7.8,,,,,,,,,,,,,,,,,,,,,
Week 5,1,1,53452,low,front,1,1,E,18,C,4.39,9.05,0.20,3.2,2.9,,,,,,,,,,,,,,,,,,,,,
Week 5,1,2,22185,low,front,1,1,E,18,C,3.21,2.55,0.26,2.1,4.6,,,,,,,,,,,,,,,,,,,,,
